application	metric	quantile	previous_ms	candidate_ms	previous_over_candidate
image_edges	wallMs	p50Ms	0.6936259999999947	0.7780659999999955	0.891474502163054
image_edges	wallMs	p95Ms	1.1200190000000134	1.2276119999999935	0.9123558583656883
image_edges	wallMs	p99Ms	1.4467850000000055	1.4245830000000126	1.0155849115144522
image_edges	cpuMs	p50Ms	0.593	0.671	0.8837555886736214
image_edges	cpuMs	p95Ms	1.063	1.089	0.9761248852157943
image_edges	cpuMs	p99Ms	2.041	2.135	0.9559718969555036
image_edges	encode	p50Ms	0.09868600000001493	0.10649099999997702	0.9267074212847679
image_edges	encode	p95Ms	0.18645099999997683	0.2104970000000037	0.88576559285868
image_edges	encode	p99Ms	0.23591400000000817	0.25088199999999006	0.9403384858220898
image_edges	submitWait	p50Ms	0.17860699999999952	0.19426599999999894	0.9193940267468342
image_edges	submitWait	p95Ms	0.3084309999999846	0.3900950000000023	0.7906561222265929
image_edges	submitWait	p99Ms	0.381448000000006	0.5363700000000051	0.7111657997278042
image_edges	readback	p50Ms	0.057358000000022	0.05696700000001442	1.0068636227992958
image_edges	readback	p95Ms	0.12787099999999896	0.13420199999998772	0.9528248461275589
image_edges	readback	p99Ms	0.15186599999998407	0.6981949999999983	0.21751229957244672
image_edges	total	p50Ms	0.4970559999999864	0.5501560000000154	0.9034819214913088
image_edges	total	p95Ms	0.8513539999999864	0.9632239999999967	0.8838587908939035
image_edges	total	p99Ms	1.004271999999986	1.1945399999999893	0.8407186029768741
heat_diffusion	wallMs	p50Ms	0.898713000000015	0.7530579999999816	1.1934180368577678
heat_diffusion	wallMs	p95Ms	1.2313090000000102	1.3452729999999917	0.9152855963064878
heat_diffusion	wallMs	p99Ms	1.6379849999999863	2.073244999999986	0.7900585796661743
heat_diffusion	cpuMs	p50Ms	0.785	0.628	1.25
heat_diffusion	cpuMs	p95Ms	1.249	1.644	0.7597323600973237
heat_diffusion	cpuMs	p99Ms	3.153	3.405	0.9259911894273128
heat_diffusion	encode	p50Ms	0.2322770000000105	0.19084899999998584	1.2170721355628153
heat_diffusion	encode	p95Ms	0.3290600000000268	0.34196399999999016	0.9622650337463483
heat_diffusion	encode	p99Ms	0.40825900000001525	0.5541240000000016	0.7367646952667888
heat_diffusion	submitWait	p50Ms	0.2563130000000058	0.23700600000000804	1.0814620726901305
heat_diffusion	submitWait	p95Ms	0.47178800000000365	0.4324749999999824	1.0909023642985671
heat_diffusion	submitWait	p99Ms	0.6004709999999989	0.5283249999999953	1.1365560970993314
heat_diffusion	readback	p50Ms	0.03438499999998612	0.039323999999993475	0.8744024005694189
heat_diffusion	readback	p95Ms	0.07055299999998965	0.07448999999999728	0.9471472680895722
heat_diffusion	readback	p99Ms	0.16928899999999203	0.1077630000000056	1.5709380770763919
heat_diffusion	total	p50Ms	0.7109590000000026	0.6053200000000061	1.1745176105200479
heat_diffusion	total	p95Ms	1.0033999999999992	1.0587539999999933	0.9477177890237066
heat_diffusion	total	p99Ms	1.4026520000000176	1.888216	0.7428450982302965
holoscript_lif	wallMs	p50Ms	0.9924190000000124	0.9749360000000138	1.0179324591562917
holoscript_lif	wallMs	p95Ms	1.554557999999986	1.6867960000000153	0.9216040351055917
holoscript_lif	wallMs	p99Ms	2.139780000000002	2.1829320000000223	0.9802320915172712
holoscript_lif	cpuMs	p50Ms	0.777	0.761	1.0210249671484888
holoscript_lif	cpuMs	p95Ms	1.411	1.455	0.9697594501718213
holoscript_lif	cpuMs	p99Ms	1.981	1.818	1.0896589658965896
holoscript_lif	encode	p50Ms	0.09098099999999931	0.0891680000000008	1.0203324062443757
holoscript_lif	encode	p95Ms	0.17716400000000476	0.21632700000000682	0.8189638833802493
holoscript_lif	encode	p99Ms	0.4080889999999897	0.3088419999999985	1.3213520181840284
holoscript_lif	submitWait	p50Ms	0.2232209999999668	0.2174800000000232	1.026397829685226
holoscript_lif	submitWait	p95Ms	0.46007600000001503	0.4495670000000018	1.0233758260726724
holoscript_lif	submitWait	p99Ms	0.586293999999981	0.6210900000000095	0.9439759133136455
holoscript_lif	readback	p50Ms	0.045244999999994207	0.045865999999989526	0.9864605590198522
holoscript_lif	readback	p95Ms	0.13168799999999692	0.11793299999999363	1.1166340210119647
holoscript_lif	readback	p99Ms	0.2704789999999946	0.23708600000000501	1.140847624912432
holoscript_lif	total	p50Ms	0.6618569999999977	0.6489119999999957	1.0199487757970296
holoscript_lif	total	p95Ms	1.1553360000000055	1.19642300000001	0.9656584669468874
holoscript_lif	total	p99Ms	1.7406389999999874	1.378976999999992	1.262268333699545
