sample	recordWallMs	recordCpuMs	finishAndCleanupMs
0	0.109545946	0.109698000	0.011331081
1	0.108383894	0.108536000	0.011711836
2	0.107381821	0.107523000	0.010320187
3	0.106910944	0.107053000	0.011121035
4	0.107442141	0.107593000	0.011221886
5	0.109486103	0.109648000	0.011641979
6	0.114596128	0.114747000	0.015218973
7	0.103054047	0.103196000	0.010890961
8	0.104115963	0.104257000	0.010841131
9	0.107702971	0.107834000	0.011311054
10	0.106911898	0.107053000	0.011641979
11	0.107192039	0.107343000	0.010850906
12	0.107100964	0.107243000	0.011030197
13	0.108875036	0.109026000	0.011220932
14	0.104676962	0.104829000	0.014878035
15	0.102303028	0.102443000	0.010740995
16	0.111469984	0.111621000	0.010730028
17	0.110637903	0.110779000	0.011130810
18	0.106730938	0.106872000	0.011161089
19	0.107632875	0.107774000	0.011803150
20	0.107080936	0.107243000	0.010790110
21	0.109385967	0.109527000	0.011151075
22	0.103734970	0.103887000	0.015819788
23	0.108664036	0.108815000	0.011590958
24	0.101100922	0.101252000	0.010219097
25	0.101430893	0.101572000	0.010609865
26	0.101310968	0.101462000	0.010779858
27	0.101592064	0.101732000	0.010971069
28	0.100147963	0.100299000	0.011172056
29	0.098736048	0.098877000	0.010589838
30	0.101451159	0.101582000	0.010699987
31	0.101300955	0.101452000	0.012264013
32	0.101902008	0.102053000	0.011090994
33	0.100178003	0.100329000	0.010379076
34	0.103425026	0.103576000	0.011101007
35	0.109966993	0.110118000	0.011401176
36	0.109135866	0.109286000	0.011410952
37	0.107842922	0.107994000	0.011971951
38	0.102923870	0.103074000	0.013065100
39	0.103184938	0.103346000	0.010689974
40	0.109606981	0.109757000	0.011601925
41	0.109555960	0.109698000	0.011341810
42	0.105679035	0.105830000	0.011090994
43	0.109776974	0.109918000	0.011021137
44	0.109825850	0.109978000	0.011240959
45	0.110898972	0.111060000	0.011582136
46	0.103415012	0.103546000	0.015439034
47	0.104987860	0.105129000	0.010981083
48	0.110177040	0.110319000	0.012022018
49	0.109036207	0.109196000	0.011050940
50	0.108383894	0.108545000	0.011871815
51	0.105368853	0.105519000	0.010791063
52	0.105498075	0.105649000	0.011420965
53	0.104707003	0.104858000	0.011291027
54	0.102762938	0.102914000	0.012072086
55	0.100510120	0.100660000	0.010390043
56	0.101780891	0.101933000	0.010650158
57	0.105527878	0.105679000	0.011009932
58	0.103895903	0.104047000	0.010950804
59	0.102253199	0.102403000	0.011561871
60	0.102903843	0.103055000	0.010930777
61	0.105298042	0.105459000	0.010971069
62	0.104056120	0.104187000	0.012263060
63	0.103806019	0.103957000	0.011101007
64	0.100710154	0.100840000	0.010479927
65	0.102983952	0.103135000	0.011111021
66	0.103333950	0.103486000	0.011110783
67	0.107220888	0.107373000	0.011231184
68	0.104577065	0.104748000	0.011511803
69	0.102844000	0.102974000	0.010730028
70	0.102883816	0.103035000	0.011821985
71	0.102442980	0.102584000	0.010980129
72	0.103245020	0.103395000	0.011130810
73	0.101130962	0.101282000	0.010459900
74	0.104937077	0.105079000	0.010700941
75	0.104096174	0.104248000	0.010859966
76	0.104587078	0.104728000	0.011361122
77	0.103754997	0.103907000	0.010339022
78	0.105108023	0.105259000	0.014076948
79	0.104716778	0.104868000	0.011261940
80	0.102792978	0.102944000	0.010990143
81	0.103255033	0.103405000	0.011321068
82	0.101410866	0.101552000	0.010519028
83	0.105548859	0.105690000	0.011050940
84	0.103605032	0.103756000	0.010930061
85	0.102623940	0.102765000	0.011250973
86	0.099386930	0.099528000	0.011070013
87	0.100991011	0.101141000	0.010580063
88	0.103024006	0.103175000	0.010739803
89	0.110527992	0.110679000	0.011492014
90	0.101601124	0.101752000	0.011181116
91	0.104626894	0.104788000	0.041027069
92	0.103214025	0.103386000	0.010710001
93	0.102051973	0.102193000	0.010880947
94	0.099106073	0.099258000	0.011080027
95	0.099447966	0.099578000	0.010540009
96	0.100890160	0.101031000	0.010499954
97	0.099868059	0.100009000	0.010771036
98	0.099737883	0.099879000	0.010920048
99	0.098766088	0.098917000	0.011281013
100	0.103425026	0.103596000	0.010610104
101	0.103925943	0.104077000	0.010750055
102	0.100860119	0.101011000	0.010809898
103	0.099888086	0.100039000	0.011370897
104	0.100249052	0.100400000	0.010499954
105	0.102963924	0.103105000	0.010579824
106	0.103794813	0.103937000	0.010989904
107	0.101972103	0.102133000	0.011141062
108	0.099507093	0.099659000	0.010209799
109	0.104726791	0.104888000	0.010519981
110	0.099898100	0.100050000	0.011161089
111	0.100048065	0.100189000	0.011089802
112	0.102463007	0.102624000	0.011651993
113	0.100038052	0.100199000	0.011170864
114	0.101982117	0.102123000	0.010971069
115	0.101480961	0.101632000	0.010831118
116	0.101029873	0.101171000	0.011150837
117	0.098595858	0.098737000	0.010220051
118	0.103323936	0.103496000	0.011662006
119	0.101269960	0.101412000	0.010720015
120	0.101842165	0.102003000	0.010829926
121	0.100840092	0.100971000	0.011301041
122	0.099457979	0.099608000	0.011301041
123	0.101781845	0.101933000	0.010731220
124	0.101490974	0.101632000	0.011000872
125	0.102101803	0.102253000	0.011301994
126	0.098594904	0.098746000	0.011090994
127	0.105808973	0.105971000	0.010630131
128	0.102102041	0.102253000	0.010890007
129	0.102203131	0.102343000	0.011150837
130	0.103033781	0.103195000	0.011242151
131	0.099576950	0.099718000	0.010550022
132	0.101912022	0.102063000	0.010729790
133	0.101420879	0.101552000	0.010851145
134	0.101169825	0.101322000	0.011953115
135	0.102983952	0.103125000	0.010389805
136	0.102823019	0.102974000	0.010910034
137	0.100299120	0.100440000	0.010960817
138	0.101541042	0.101692000	0.011039972
139	0.099286795	0.099428000	0.010258913
140	0.100128174	0.100280000	0.010519981
141	0.102813005	0.102984000	0.011881828
142	0.100809813	0.100971000	0.011662006
143	0.100490093	0.100620000	0.011260986
144	0.101992130	0.102143000	0.010989904
145	0.102632999	0.102785000	0.011121035
146	0.101891994	0.102033000	0.010760069
147	0.100879908	0.101031000	0.011081219
148	0.101111174	0.101271000	0.010349989
149	0.106349945	0.106501000	0.010600090
150	0.103094101	0.103246000	0.012022018
151	0.102113008	0.102264000	0.011100054
152	0.102462053	0.102624000	0.011240959
153	0.103765011	0.103906000	0.010539055
154	0.103554964	0.103706000	0.010730028
155	0.108194113	0.108345000	0.010890961
156	0.102792978	0.102934000	0.011170864
157	0.101522207	0.101663000	0.010399818
158	0.102191925	0.102344000	0.011631966
159	0.102323055	0.102474000	0.010851145
160	0.102973938	0.103115000	0.011001110
161	0.106900930	0.107052000	0.011281967
162	0.136567116	0.136888000	0.010550022
163	0.109606981	0.109778000	0.011101007
164	0.101541042	0.101692000	0.011111021
165	0.100489140	0.100651000	0.011431932
166	0.100198030	0.100350000	0.010599852
167	0.102132082	0.102294000	0.010669947
168	0.105208158	0.105359000	0.011000872
169	0.101119995	0.101271000	0.011039972
170	0.103104115	0.103255000	0.010540009
171	0.100969791	0.101111000	0.010680199
172	0.101140976	0.101282000	0.010839939
173	0.101100922	0.101251000	0.011040926
174	0.100538969	0.100690000	0.012192965
175	0.101381063	0.101562000	0.010609865
176	0.103394985	0.103546000	0.010800838
177	0.103183985	0.103335000	0.010931015
178	0.103163958	0.103325000	0.011120081
179	0.106390953	0.106632000	0.010761023
180	0.101840973	0.101983000	0.010580063
181	0.102933884	0.103074000	0.010670185
182	0.101902008	0.102053000	0.012083054
183	0.101741791	0.101892000	0.011290789
184	0.099677801	0.099829000	0.010529041
185	0.101191044	0.101352000	0.010739803
186	0.103274107	0.103416000	0.010860920
187	0.102563143	0.102714000	0.011251926
188	0.103815079	0.103956000	0.010529995
189	0.100930214	0.101091000	0.010578871
190	0.100307941	0.100460000	0.011220932
191	0.100620031	0.100770000	0.011130810
192	0.100569010	0.100721000	0.011320829
193	0.099506855	0.099659000	0.010488987
194	0.102612972	0.102774000	0.010771036
195	0.102954149	0.103105000	0.011060953
196	0.103513956	0.103666000	0.012663841
197	0.101590872	0.101742000	0.010430098
198	0.102833986	0.102965000	0.011522055
199	0.102622986	0.102774000	0.010861158
200	0.101511955	0.101652000	0.011040926
201	0.099787951	0.099939000	0.010258913
202	0.103003979	0.103135000	0.010589838
203	0.101580858	0.101732000	0.010921001
204	0.101460934	0.101612000	0.011020899
205	0.103313923	0.103455000	0.011341095
206	0.099457026	0.099618000	0.011141062
207	0.103945017	0.104097000	0.010750055
208	0.103325129	0.103466000	0.010780096
209	0.102923870	0.103085000	0.011151075
210	0.100569963	0.100711000	0.010289192
211	0.102714062	0.102885000	0.010710001
212	0.101641893	0.101792000	0.010720015
213	0.102583885	0.102734000	0.011071205
214	0.102371931	0.102504000	0.011842012
215	0.100468874	0.100620000	0.010428905
216	0.103044033	0.103185000	0.010689974
217	0.102843046	0.103005000	0.010820150
218	0.102153063	0.102313000	0.011050940
219	0.100137949	0.100299000	0.010670185
220	0.102844000	0.103014000	0.010579824
221	0.103074074	0.103215000	0.010819912
222	0.102092981	0.102243000	0.011431932
223	0.103615999	0.103756000	0.011220932
224	0.101420879	0.101582000	0.010499001
225	0.103826046	0.103957000	0.010759830
226	0.104837894	0.104989000	0.010971069
227	0.102221966	0.102374000	0.011160851
228	0.101631165	0.101772000	0.010459900
229	0.101049900	0.101191000	0.010610104
230	0.100498915	0.100650000	0.011471987
231	0.100668907	0.100830000	0.011070967
232	0.104266167	0.104427000	0.010228872
233	0.105628967	0.105780000	0.010989904
234	0.106300831	0.106451000	0.012202978
235	0.106349945	0.106501000	0.013084888
236	0.102253199	0.102414000	0.011461973
237	0.101230145	0.101382000	0.010479927
238	0.102373123	0.102534000	0.011312008
239	0.102392912	0.102544000	0.010900021
240	0.136817932	0.136978000	0.011421919
241	0.100499153	0.100651000	0.010228872
242	0.101540804	0.101682000	0.010490179
243	0.102412939	0.102554000	0.011080980
244	0.102463007	0.102624000	0.011160851
245	0.102262020	0.102414000	0.011240959
246	0.100217819	0.100370000	0.010569811
247	0.101130009	0.101291000	0.010800838
248	0.101480961	0.101642000	0.010900974
249	0.104797125	0.104948000	0.011220932
250	0.100790024	0.100941000	0.010398865
251	0.102473021	0.102644000	0.010790110
252	0.101080894	0.101252000	0.010900021
253	0.101160049	0.101312000	0.011040926
254	0.100560188	0.100690000	0.011621952
255	0.099576950	0.099719000	0.010469198
256	0.101450920	0.101592000	0.010800123
257	0.100710154	0.100841000	0.010870934
258	0.103424072	0.103566000	0.011161089
259	0.100018024	0.100169000	0.010349989
260	0.101881981	0.102033000	0.010660172
261	0.103103876	0.103255000	0.010970116
262	0.103605032	0.103756000	0.011391163
263	0.100659847	0.100810000	0.010288954
264	0.102452993	0.102604000	0.010580063
265	0.103605986	0.103746000	0.010991096
266	0.105808973	0.105960000	0.011060953
267	0.103234053	0.103375000	0.011260986
268	0.101300955	0.101452000	0.010479927
269	0.102403164	0.102564000	0.010629892
270	0.100348949	0.100490000	0.011482000
271	0.100328922	0.100480000	0.011031151
272	0.099606991	0.099748000	0.010288954
273	0.102582932	0.102734000	0.010569096
274	0.102554083	0.102694000	0.010819912
275	0.102804184	0.102954000	0.011080980
276	0.102232933	0.102414000	0.011230946
277	0.100630045	0.100781000	0.010449886
278	0.102622986	0.102755000	0.011352062
279	0.102143049	0.102283000	0.010961056
280	0.102473021	0.102634000	0.011121035
281	0.101211071	0.101372000	0.010379076
282	0.102153063	0.102294000	0.010619879
283	0.102462769	0.102614000	0.010810852
284	0.105098009	0.105239000	0.011030912
285	0.102292061	0.102454000	0.011210918
286	0.100609064	0.100760000	0.011070013
