sample	recordWallMs	recordCpuMs	finishAndCleanupMs
0	0.093125105	0.093267000	0.010650158
1	0.090681076	0.090822000	0.010118961
2	0.091351986	0.091493000	0.010599852
3	0.091382980	0.091523000	0.011020899
4	0.090510130	0.090651000	0.015599966
5	0.088246107	0.088387000	0.010550022
6	0.093425989	0.093567000	0.010779858
7	0.095149994	0.095300000	0.010839939
8	0.092924833	0.093066000	0.010721207
9	0.092354059	0.092494000	0.010248899
10	0.093194962	0.093336000	0.010489225
11	0.091963053	0.092094000	0.010590076
12	0.092684031	0.092825000	0.012102127
13	0.088958025	0.089099000	0.010370016
14	0.090851068	0.090992000	0.010951042
15	0.092514992	0.092645000	0.011601925
16	0.091090918	0.091232000	0.011080980
17	0.092333794	0.092465000	0.011251926
18	0.090872049	0.091002000	0.010951042
19	0.092094183	0.092234000	0.011170864
20	0.090821028	0.090962000	0.011010885
21	0.090049982	0.090190000	0.011080980
22	0.092473984	0.092615000	0.010308981
23	0.091162205	0.091302000	0.010820866
24	0.094236851	0.094378000	0.010830879
25	0.092242956	0.092385000	0.010649920
26	0.093897104	0.094028000	0.010890007
27	0.089599133	0.089750000	0.010149002
28	0.089267969	0.089399000	0.014417887
29	0.089668989	0.089830000	0.010800123
30	0.092414141	0.092555000	0.011030912
31	0.095769882	0.095911000	0.010330200
32	0.090149879	0.090291000	0.010189056
33	0.093575954	0.093727000	0.011261940
34	0.094286919	0.094419000	0.010861158
35	0.093496084	0.093627000	0.011080980
36	0.087704897	0.087846000	0.014417171
37	0.089409113	0.089579000	0.010809898
38	0.094507933	0.094649000	0.011071205
39	0.093346119	0.093477000	0.010981083
40	0.092844009	0.092985000	0.010028839
41	0.104156017	0.104297000	0.010629892
42	0.093124866	0.093266000	0.010849953
43	0.093887091	0.094028000	0.011311054
44	0.087594986	0.087736000	0.014005899
45	0.090029001	0.090160000	0.010488987
46	0.093245983	0.093396000	0.010390043
47	0.093736172	0.093867000	0.010519981
48	0.094408035	0.094559000	0.010769844
49	0.091111898	0.091252000	0.012432814
50	0.096531868	0.096703000	0.010800123
51	0.094077110	0.094209000	0.010921001
52	0.088527203	0.088658000	0.013674974
53	0.088145971	0.088287000	0.009839058
54	0.094166994	0.094319000	0.010298967
55	0.091562033	0.091703000	0.010329008
56	0.093145132	0.093276000	0.010750055
57	0.092844009	0.092986000	0.011121035
58	0.093806028	0.093948000	0.010390043
59	0.092002869	0.092154000	0.010951042
60	0.093194962	0.093326000	0.013725996
61	0.088075876	0.088217000	0.010609865
62	0.092584848	0.092735000	0.009878874
63	0.099397182	0.099548000	0.010659933
64	0.094868898	0.095010000	0.010730028
65	0.092974901	0.093126000	0.010761023
66	0.093455791	0.093597000	0.011430979
67	0.091062069	0.091193000	0.010318995
68	0.089458942	0.089600000	0.014918089
69	0.089097977	0.089248000	0.010589838
70	0.099246979	0.099408000	0.010859966
71	0.093835831	0.093967000	0.010480165
72	0.092414141	0.092555000	0.018445015
73	0.096220970	0.096372000	0.010879993
74	0.094117165	0.094249000	0.010840893
75	0.092354059	0.092495000	0.010288954
76	0.088878155	0.089019000	0.014647007
77	0.089789152	0.089920000	0.010448933
78	0.094147921	0.094308000	0.010759830
79	0.095139027	0.095280000	0.011050940
80	0.090350151	0.090491000	0.009988070
81	0.093266010	0.093407000	0.010771036
82	0.092253923	0.092394000	0.010479927
83	0.093395948	0.093537000	0.010519981
84	0.087404013	0.087555000	0.013454914
85	0.089769125	0.089900000	0.010679960
86	0.095189095	0.095321000	0.010649920
87	0.094577789	0.094729000	0.010740042
88	0.093956947	0.094108000	0.011100769
89	0.094688892	0.094839000	0.011352062
90	0.092044115	0.092194000	0.010449886
91	0.093225002	0.093376000	0.011612177
92	0.093626022	0.093787000	0.014698029
93	0.092924833	0.093096000	0.010749817
94	0.089859962	0.089990000	0.011250973
95	0.093476057	0.093607000	0.011040926
96	0.093055010	0.093206000	0.011381865
97	0.090499878	0.090642000	0.011090994
98	0.094969034	0.095129000	0.010951042
99	0.091070890	0.091213000	0.010428905
100	0.087875843	0.088017000	0.010760069
101	0.087714911	0.087856000	0.010329008
102	0.086383104	0.086524000	0.009768009
103	0.089579105	0.089710000	0.010239124
104	0.089258194	0.089409000	0.010550022
105	0.088838100	0.088988000	0.010390043
106	0.087244987	0.087395000	0.019767046
107	0.090770960	0.090922000	0.011360884
108	0.094938993	0.095069000	0.012663841
109	0.091231108	0.091373000	0.010950089
110	0.093555927	0.093708000	0.011210918
111	0.091742039	0.091883000	0.010379076
112	0.089218140	0.089359000	0.010629892
113	0.089148045	0.089288000	0.010720968
114	0.089088202	0.089248000	0.010900021
115	0.087774992	0.087906000	0.010178804
116	0.089387894	0.089529000	0.014508009
117	0.088616848	0.088758000	0.010438919
118	0.095901012	0.096032000	0.010750055
119	0.092344046	0.092475000	0.010650158
120	0.091092110	0.091232000	0.010499954
121	0.094809055	0.094949000	0.010449886
122	0.094306946	0.094458000	0.010599852
123	0.093527079	0.093657000	0.010980844
124	0.087414980	0.087555000	0.014317036
125	0.088896990	0.089049000	0.010258913
126	0.096091032	0.096242000	0.010669947
127	0.129213095	0.129374000	0.010939837
128	0.088366985	0.088527000	0.010390043
129	0.085832119	0.085972000	0.009718895
130	0.096101046	0.096392000	0.012133121
131	0.086472034	0.086614000	0.010159016
132	0.086742878	0.086884000	0.010320187
133	0.084809065	0.084950000	0.009598017
134	0.086902857	0.087045000	0.009938002
135	0.087285042	0.087425000	0.010108948
136	0.086642981	0.086774000	0.010219097
137	0.089287996	0.089439000	0.009547949
138	0.088216782	0.088367000	0.009667873
139	0.088737011	0.088878000	0.010240078
140	0.086723089	0.086864000	0.014147043
141	0.088526011	0.088667000	0.010680199
142	0.090270042	0.090421000	0.009889126
143	0.093857050	0.094007000	0.010268927
144	0.092974901	0.093106000	0.010660172
145	0.093095064	0.093246000	0.010580063
146	0.090891123	0.091022000	0.009768009
147	0.096451998	0.096613000	0.010329962
148	0.089329004	0.089470000	0.015249014
149	0.088397026	0.088548000	0.010319948
150	0.093546867	0.093707000	0.010559797
151	0.087083101	0.087225000	0.009678125
152	0.091302156	0.091433000	0.010228872
153	0.092705011	0.092845000	0.010420084
154	0.092463970	0.092605000	0.010579824
155	0.090640068	0.090791000	0.009858131
156	0.088716984	0.088848000	0.013515949
157	0.090940952	0.091103000	0.010269880
158	0.091612101	0.091764000	0.010309935
159	0.089438200	0.089589000	0.010580063
160	0.086292982	0.086433000	0.009668112
161	0.088105917	0.088246000	0.009719133
162	0.087675095	0.087816000	0.010288954
163	0.087333918	0.087475000	0.010188818
164	0.085129976	0.085272000	0.010218859
165	0.087033987	0.087184000	0.009909153
166	0.087254047	0.087395000	0.010069132
167	0.154041052	0.118384000	0.010659933
168	0.085611105	0.085752000	0.009488106
169	0.087144136	0.087275000	0.009697914
