sample	recordWallMs	recordCpuMs	finishAndCleanupMs
0	0.032842159	0.032982000	0.003978014
1	0.034084082	0.034265000	0.004518032
2	0.033882856	0.034035000	0.005089045
3	0.031019211	0.031169000	0.005650997
4	0.031228065	0.031399000	0.004688978
5	0.030646801	0.030798000	0.004307985
6	0.032010078	0.032151000	0.004389048
7	0.033192158	0.033343000	0.004277945
8	0.030867815	0.031009000	0.004397869
9	0.032551050	0.032691000	0.004147053
10	0.030768156	0.030909000	0.004378080
11	0.031168938	0.031319000	0.005400181
12	0.033313036	0.033464000	0.004307985
13	0.031700134	0.031850000	0.004177809
14	0.032781839	0.032922000	0.004237890
15	0.030817986	0.030969000	0.004137993
16	0.030607939	0.030758000	0.004127979
17	0.034884930	0.035046000	0.004368067
18	0.030947924	0.031099000	0.004317999
19	0.031450033	0.031599000	0.005751133
20	0.034754992	0.034916000	0.004970074
21	0.031008005	0.031159000	0.004399061
22	0.034976006	0.035106000	0.004508018
23	0.030668020	0.030808000	0.004379034
24	0.031097889	0.031239000	0.004127979
25	0.032912016	0.033052000	0.004247904
26	0.031279087	0.031420000	0.004137039
27	0.030537844	0.030688000	0.006142139
28	0.032662153	0.032812000	0.004458904
29	0.031378984	0.031530000	0.004387856
30	0.032811880	0.032952000	0.004799128
31	0.031009197	0.031159000	0.004377842
32	0.031209230	0.031359000	0.004878998
33	0.033754110	0.033904000	0.004257917
34	0.030698061	0.030848000	0.004137993
35	0.030556917	0.030698000	0.005450010
36	0.031279087	0.031430000	0.004277945
37	0.030678034	0.030818000	0.004287958
38	0.034153938	0.034285000	0.004359007
39	0.030899048	0.031039000	0.004388094
40	0.030997992	0.031149000	0.004218102
41	0.032552004	0.032692000	0.004117966
42	0.031117916	0.031269000	0.004247904
43	0.032941818	0.033082000	0.007344007
44	0.031109095	0.031239000	0.004468918
45	0.031539917	0.031689000	0.004398108
46	0.034013987	0.034154000	0.004467964
47	0.033272982	0.033423000	0.004579067
48	0.033654213	0.033794000	0.004467964
49	0.032401085	0.032551000	0.004117012
50	0.031570196	0.031720000	0.004488945
51	0.031239033	0.031380000	0.004828930
52	0.030696869	0.030848000	0.004096985
53	0.032552004	0.032692000	0.004398108
54	0.032941818	0.033082000	0.004247904
55	0.031358957	0.031510000	0.004457951
56	0.030607939	0.030758000	0.004117966
57	0.032200098	0.032331000	0.004379034
58	0.031087875	0.031239000	0.004117966
59	0.032841921	0.032982000	0.005561113
60	0.030817986	0.030988000	0.004317999
61	0.030658007	0.030798000	0.004137993
62	0.031629086	0.031770000	0.004257917
63	0.030367851	0.030518000	0.004148006
64	0.032350063	0.032491000	0.004218102
65	0.031840086	0.031990000	0.004358053
66	0.030678034	0.030828000	0.004348040
67	0.030387163	0.030528000	0.005018950
68	0.030887842	0.031029000	0.004107952
